name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Downstairs (feat. Jaquell),CID,Jaquell,spotify:track:3c7P6aEGW93f44hyXa85Nt,189524,0.748,0.97,1,-2.849,0,0.0463,0.00224,0.25,0.314,0.756,125.99,2
Too Much,Curbi,,spotify:track:1ZPc5wZ3riWjtKVRCgHPOK,182539,0.8,0.976,10,-3.659,0,0.121,0.0046,0.138,0.281,0.85,128.045,2
Sax In The City,King Arthur,Dot N Life,spotify:track:7hBW4xLLxjcg6cEPFCznD8,172800,0.8,0.822,2,-5.578,1,0.0442,0.00169,0.893,0.18,0.785,125.024,6
Music Sounds Better With You - Radio Edit,Stardust,,spotify:track:1mv4lh1rW1K6xhxhJmEezy,260907,0.729,0.662,5,-7.191,0,0.337,0.00128,0.208,0.305,0.359,124.149,0
Push The Feeling On - Mk Dub Revisited Edit,Nightcrawlers,MK,spotify:track:1EWsVHU4FNAdtN4R8FETag,243160,0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,2
Every Word (feat. Daniella) - Wendel Kos Radio Edit,Ercola,Daniella,spotify:track:0X7ELV6fLyjynJ3MexWh4X,213173,0.65,0.967,9,-5.674,1,0.13,0.0349,0.19,0.779,0.319,127.995,0
The Sound of Goodbye - Above & Beyond UK Edit,Armin van Buuren,Perpetuous Dreamer,spotify:track:3dXfF5w0an6cNZwVjLhHa0,199133,0.67,0.945,6,-6.721,1,0.0365,0.0228,0.686,0.0572,0.806,135.972,6
Infinity - Klaas Vocal Mix,Guru Josh Project,,spotify:track:7l3MaXwZ2QHjJuJ65EEmFd,226480,0.556,0.883,7,-5.046,0,0.0718,0.000242,0.0252,0.272,0.49,128.109,0
Make Your Move - Radio Edit,Dave Armstrong,,spotify:track:2Ug4PnkxcwkcL3fhM0B9Xe,171280,0.49,0.955,5,-3.23,0,0.371,0.00111,0.063,0.0375,0.368,127.963,0
Lola's Theme,The Shapeshifters,,spotify:track:5mAh5J4w6BEZkajB1M7XrB,207067,0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,2
Call On Me - Radio Edit,Eric Prydz,,spotify:track:3uLSUZEmTY50H6Kw17lpfW,171360,0.597,0.837,10,-6.518,1,0.375,0.00427,0.00114,0.839,0.447,126.342,0
For an Angel 2009 - Radio Mix '09,Paul van Dyk,,spotify:track:0yL1cs3O4Nw1si1bMGzecJ,181800,0.595,0.847,7,-6.732,1,0.0342,0.00606,0.836,0.0831,0.558,132.013,6
When Love Takes Over (feat. Kelly Rowland),David Guetta,,spotify:track:1hRFVIy9As8OVRk8B7CrD5,191000,0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,0
Castles In The Sky - Peter Luts Radio Edit,Ian van Dahl,Marsha,spotify:track:2EhlTKxStybQpKktuuanws,199680,0.658,0.947,0,-6.922,0,0.0445,0.252,0.13,0.142,0.412,139.997,0
Insomnia - Radio Edit,Faithless,,spotify:track:3dX6WDwnHwYzB5t754oB4T,215093,0.716,0.834,7,-7.192,1,0.0281,0.00855,0.00613,0.102,0.275,127.113,0
Cry For You,September,,spotify:track:4s3CHmungRHAI5ho2edqXb,211600,0.776,0.878,9,-3.377,1,0.0304,0.00141,0.000204,0.0574,0.96,130.022,2
Love Has Gone - Fonzerelli Remix,Dave Armstrong,RedRoche,spotify:track:4DAELRHy3hEpRwxLDOCqfq,401373,0.607,0.749,4,-4.66,0,0.0616,2.89e-05,0.0135,0.104,0.675,127.998,2
Rapture (Armin Van Burren Remix Remastered - Made Radio Edit) [feat. Nadia Ali],iio,Nadia Ali,spotify:track:4RQGig0Vhr4GXmqfklCCyK,189701,0.541,0.931,10,-9.687,0,0.0552,0.326,0.129,0.325,0.148,128.584,5
Freed from Desire,Gala,,spotify:track:5n56ImOTTDbUORTq3Eyong,213306,0.701,0.866,2,-4.225,0,0.0489,0.559,0.0503,0.0928,0.617,128.994,3
Baba O'Riley (Radio Edit),The Cube Guys,,spotify:track:31gTL5XTmcI4JCSglW5Sda,251707,0.596,0.809,6,-7.95,1,0.0411,0.000914,0.139,0.163,0.468,127.975,0
Let Me Think About It,Ida Corr,Fedde Le Grand,spotify:track:4LjfIjS8iweFCPdKxLnEoV,151983,0.762,0.754,0,-3.425,0,0.046,0.00022,0.0665,0.146,0.715,129.026,2
Children,Robert Miles,,spotify:track:4wtR6HB3XekEengMX17cpc,243267,0.604,0.755,0,-10.761,1,0.0337,0.000295,0.812,0.0625,0.388,137.064,6
Pjanoo - Radio Edit,Eric Prydz,,spotify:track:0F2BxpbxH8Yc3pLub48hrb,157432,0.604,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.835,125.99,6
Cafe Del Mar - Radio Edit,Paul Oakenfold,,spotify:track:4LIbYKwuUBMKmqyZZC7XVg,270965,0.509,0.904,0,-7.045,1,0.0405,0.00442,0.843,0.653,0.153,132.009,6
Put `em Up,Edun,,spotify:track:0XJ2Ng4XAxKjzpst5drVdm,211600,0.65,0.867,5,-3.786,0,0.0434,0.00441,0.000299,0.163,0.74,130.056,2
Better Off Alone (Remastered) - 1999 Original Hit Radio,Alice Deejay,,spotify:track:48gBfTRel9fajeev7tmLpo,215246,0.666,0.854,8,-8.442,0,0.0565,0.0044,0.769,0.313,0.748,136.954,6
L'Amour Toujours,Gigi D'Agostino,,spotify:track:4xGuK7FsXuZwHCCuNnPzbD,238760,0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,2
With Every Heartbeat - with Kleerup - Tong and Spoon Wonderland Remix,Robyn,Pete Tong,spotify:track:17FSlwAcuzwITI7cA1w0Lq,434853,0.799,0.497,8,-7.164,1,0.146,0.00389,0.781,0.065,0.431,126.013,6
Missing - Todd Terry Club Mix / US Radio Edit,Everything But The Girl,Todd Terry,spotify:track:36sL3KPEfXIp5KH3tDO7oo,249533,0.718,0.757,2,-11.869,1,0.0327,0.00925,0.104,0.0851,0.646,123.473,2
Toca Me - twoloud Radio Edit,Fragma,twoloud,spotify:track:62JXnYxY7u5JVLtpTbnOKw,193530,0.607,0.852,4,-5.106,0,0.0347,0.0169,0.603,0.364,0.718,127.996,6
Show Me Love - Radio Edit,Steve Angello,Laidback Luke,spotify:track:5Nzph7bpgv2GNh2DcVX29T,185613,0.651,0.854,5,-4.167,1,0.0574,0.497,0.0,0.122,0.571,129.893,3
Release Me,Agnes,,spotify:track:0EMyqiMNDRptenOpbe2mcK,254120,0.622,0.928,2,-2.939,0,0.034,0.00795,0.000252,0.106,0.701,127.992,2
Another Place - Radio Edit,Mischa Daniels,Crown,spotify:track:1PJaIi4b7JV4QhBy6Obqoy,216573,0.671,0.799,6,-5.346,0,0.0519,0.0235,0.00404,0.352,0.312,127.965,0
Love Is Gone - Fred Rister & Joachim Garraud Radio Edit Mix,David Guetta,,spotify:track:4V9HEnprK5MfCGL8bHHy7y,201413,0.788,0.682,4,-7.826,0,0.0694,0.0146,0.00022,0.0757,0.675,127.96,2
Shadows - Inpetto Edit,Those Usual Suspects,,spotify:track:3KqXPyaLysWraUSi4PuSnz,202053,0.588,0.962,0,-4.333,1,0.0444,0.00324,0.0169,0.122,0.0874,127.984,0
Lady (Hear Me Tonight),Modjo,,spotify:track:2T42itxS9f1ijygkLOLGOe,211853,0.708,0.807,11,-8.195,0,0.0444,0.00182,0.000157,0.124,0.86,129.968,2
Believer (feat. Wynter Gordon) - Radio Edit,Freemasons,Wynter Gordon,spotify:track:56kdmEz12GpKkEzxhtHdl7,189388,0.662,0.881,5,-4.202,0,0.0357,0.0202,0.000825,0.132,0.732,126.986,2
Sorry - Dirty South Radio Edit,Kaskade,,spotify:track:1ZUWw5uRJEjjzTiP3Q4RJX,211267,0.702,0.783,0,-7.307,1,0.0775,0.00282,0.00794,0.296,0.666,127.031,2
Take Me Away - Vocal Radio Mix,4 Strings,,spotify:track:2DBZoeYzOGURGY3nj8XpC7,190427,0.623,0.792,3,-6.991,0,0.0372,0.0017,0.0575,0.18,0.227,138.009,0
Fight For You - Sultan & Ned Shephard Remix Radio Edit,Morgan Page,Ned Shephard,spotify:track:4JIYvt01Fibhd7Tgeb9VAq,236707,0.639,0.951,7,-5.645,0,0.0588,0.000115,0.00273,0.163,0.287,127.942,0
Underlying Feeling - Adam K & Soha Radio Edit,Sylvia Tosun,,spotify:track:3RaCcyWwRIdczuefF10UCb,224843,0.698,0.852,6,-7.204,0,0.07,0.000681,0.156,0.0446,0.158,126.02,0
It's Too Late - Dirty South,Evermore Vs. Dirty South,,spotify:track:6GbAqnbj3diM6MvVc1oiKt,183147,0.653,0.816,8,-6.808,0,0.0378,0.00217,0.00403,0.148,0.516,130.032,0
Somewhere - Radio Edit,DJ Mog Feat Sarah Lynn,,spotify:track:35cYPqBXqob7yitjk4Cx3M,235867,0.418,0.724,4,-8.32,0,0.0386,0.041,0.0019,0.129,0.526,127.908,5
9Pm (Till I Come),ATB,,spotify:track:1CgbwsrNDlFrRuk2ebQ7zr,193880,0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,6
The Girl You Lost to Cocaine - Sander van Doorn Edit,Sia,,spotify:track:223Vmr6rEbuujhHLFpsgVj,180133,0.756,0.505,11,-12.567,0,0.0804,0.00412,0.881,0.471,0.103,128.066,6
Traffic - Radio Edit,Tiësto,,spotify:track:6pqFWRuybCtxerWC7B4RgF,177027,0.714,0.642,8,-10.241,0,0.0868,0.00251,0.887,0.186,0.102,137.834,6
Go,Moby,,spotify:track:2EQA1eRfXvbHKMjSnzUtFD,217000,0.676,0.851,4,-9.179,0,0.05,5.6e-05,0.933,0.0893,0.556,125.876,6
One More Time,Daft Punk,,spotify:track:0DiWol3AO6WpXZgp0goxAV,320357,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,0
"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich",Nicola Fasano,Pat-Rich,spotify:track:2RSxUNaF8EZI3B7guqXAPk,187402,0.898,0.593,9,-6.211,0,0.0615,0.00616,0.904,0.276,0.419,127.013,6
Don't Call Me Baby,Madison Avenue,,spotify:track:4fazGt0v2v2zkzddQOcDZD,228140,0.808,0.982,3,-6.588,0,0.0311,0.0585,0.00689,0.35,0.961,124.999,2
Body Language,M.A.N.D.Y.,Booka Shade,spotify:track:5koBIzuWS86S2IR36yt2LW,438013,0.798,0.675,4,-10.458,0,0.0557,0.0123,0.901,0.0927,0.871,129.997,6
Girlfriend - 2008 Remix,Robbie Rivera,Keylime,spotify:track:04hY9ZE6jatvZjsu1Q9nPc,435987,0.792,0.522,10,-5.167,1,0.0516,0.00208,0.631,0.0667,0.289,130.009,6
Put Your Hands Up for Detroit - MC Mario Edit,Fedde Le Grand,,spotify:track:3KrwkQhiQc5ppjEXv1nDRZ,393333,0.908,0.928,1,-5.972,1,0.173,0.00146,0.853,0.0532,0.207,128.024,6
Adagio For Strings,Tiësto,,spotify:track:6a7mLvgueio7SuHgcacywb,443427,0.604,0.939,10,-7.49,0,0.0544,0.0102,0.697,0.0723,0.204,139.975,6
I Found U - Radio Edit,Axwell,Max C,spotify:track:1OLNYVZejaOmBJ7ykGnyoG,171431,0.649,0.966,4,-7.179,0,0.0731,0.0542,0.00249,0.461,0.257,129.969,0
Carry Me Away (feat. Emma Hewitt) - Radio Edit,Chris Lake,Emma Hewitt,spotify:track:3vVdNuzFHL0hmT8Xq4vbhY,205920,0.698,0.897,0,-7.583,1,0.0608,0.0111,0.396,0.671,0.387,126.014,6
Don't Stop,ATB,,spotify:track:0ygoI3HcoGScxt879A23Uk,221160,0.711,0.937,10,-5.314,1,0.0351,0.146,0.763,0.324,0.57,134.21,6
Sun Is Up - Play & Win Radio Edit,INNA,,spotify:track:6eU60ONpRUQPIOiWaxfWOF,224533,0.793,0.882,0,-3.763,0,0.0511,0.0777,0.237,0.0434,0.609,127.984,2
Heaven,DJ Sammy,D/O,spotify:track:0KT6DLAELYSbgfUemzwGPX,235000,0.565,0.942,8,-6.821,1,0.0518,0.00107,0.000406,0.152,0.568,137.973,0
ResuRection - Paul Oakenfold Full On Fluoro Radio Edit,Planet Perfecto Knights,,spotify:track:6aMbSmv99DETtr97inIrJ4,236522,0.527,0.935,4,-5.008,0,0.04,0.000587,0.773,0.925,0.0578,138.048,6
Strange Condition - Inpetto Radio Edit,Morgan Page,,spotify:track:53gU1D9rFr0OkiJRxc4xYX,213547,0.29,0.815,4,-8.431,0,0.0595,0.0146,0.234,0.0638,0.43,170.565,5
Love Comes Again,Tiësto,BT,spotify:track:4D869p0uPTcU4e1ClLB8Kj,489373,0.677,0.687,8,-8.209,1,0.0515,0.000197,0.322,0.157,0.315,135.993,0
Disconnected - Radio Edit Dub Mix,Mischa Daniels,,spotify:track:1IwrN4aytawDocT6JbqXCv,264373,0.656,0.914,8,-5.443,0,0.061,0.0346,0.382,0.441,0.133,127.97,6
Fire,Ferry Corsten,,spotify:track:0yHlyAKqAF1KLKx8BMYhvq,271587,0.501,0.77,0,-9.059,0,0.0252,6.51e-06,0.842,0.0929,0.639,132.007,6
Star 69 - Timo Maas Mix,Fatboy Slim,,spotify:track:1HYiVTgxERP2llm0yFzVNj,371493,0.822,0.879,0,-10.105,1,0.0942,0.185,0.314,0.129,0.332,135.651,0
Baby When The Light,David Guetta,Cozi,spotify:track:7oyequ9whquaYyZXqB4LTZ,207813,0.585,0.738,7,-8.03,1,0.0349,0.0243,0.0,0.162,0.25,129.974,0
Flight 643 (Radio Edit),Tiësto,,spotify:track:2AXmhtQ9nLGGapHG2AeTZV,173920,0.609,0.928,8,-8.597,1,0.122,0.06,0.815,0.095,0.225,137.034,6
Together - Radio Edit,Axwell,Sebastian Ingrosso,spotify:track:4PQCrz4sk00dIEmkwmmJCr,211533,0.64,0.939,4,-6.844,1,0.0463,0.000985,0.483,0.0867,0.311,126.036,6
Toys Are Nuts - Hardwell & Rehab Remix,Chuckie,Gregor Salto,spotify:track:7fvkfIQ4AsdNxDd45yR02F,306000,0.736,0.812,1,-8.153,1,0.244,0.0118,0.88,0.638,0.379,127.945,6
Deep At Night (Adam K & Soha Radio Mix),Ercola,Heikki L,spotify:track:4ggVmEvo9FzExPonRRqqIS,219147,0.722,0.835,11,-7.026,0,0.0517,0.00352,0.0157,0.679,0.283,128.033,0
Only One (Radio Edit),Chris Lake,,spotify:track:1Dj7hbBEco5ZT0DqY7Q2IV,160627,0.683,0.678,9,-6.756,1,0.0332,0.0107,2.27e-05,0.822,0.45,126.988,0
Hey Boy Hey Girl,The Chemical Brothers,,spotify:track:7kXmJwrZGIhDaLT9sNo3ut,290493,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,6
Exploration of Space - Radio Edit,Cosmic Gate,,spotify:track:4iLL2yVVG19TAJYssbMeBT,216360,0.631,0.912,9,-7.591,0,0.0361,0.0346,0.554,0.0729,0.329,138.043,6
In White Rooms,Booka Shade,,spotify:track:4m2RLN7imvsaLL1ZUGfFFw,326840,0.8,0.65,0,-9.145,1,0.0587,0.000962,0.82,0.231,0.096,125.001,6
Chemistry - Radio Edit,Velvet,,spotify:track:6mMeuIonqBIcuzCGY5Soqe,224640,0.635,0.876,0,-4.426,0,0.0884,0.00184,0.00175,0.439,0.884,128.052,2
I Remember (Strobelight Edit),deadmau5,Kaskade,spotify:track:2OZrV4yyOZNuEFx22VVfFm,283040,0.664,0.59,11,-7.235,0,0.0311,0.17,0.00332,0.112,0.495,127.982,0
The World Is Mine,Joachim Garraud,JD Davis,spotify:track:1tmYcGyQJHestYnGel5y7c,219947,0.683,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.866,0
Empty Streets - Haji & Emanuel Remix,Late Night Alumni,Haji & Emanuel,spotify:track:12lTG2CsivVTCJH21qgkVz,501213,0.678,0.896,2,-8.017,0,0.0395,0.00676,0.79,0.664,0.678,126.001,6
Changed the Way You Kiss Me - Radio Edit,Example,,spotify:track:1PAYgOjp1c9rrZ2kVQg2vN,195467,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,0
Everything - Radio Edit,Ron Reeser,Dan Saenz,spotify:track:0l9xKcujIQJ4mDUgWb7852,228987,0.739,0.901,3,-5.417,0,0.0484,0.178,0.0,0.287,0.478,128.025,0
Destination Calabria - Radio Edit,Alex Gaudino,Crystal Waters,spotify:track:4IES3nsUkICyjj3sfznczq,180907,0.604,0.972,9,-5.626,1,0.0524,0.000299,0.000983,0.097,0.354,128.051,0
Everything,Moby,,spotify:track:3m4Mp1KfiPawsOjlRlbxN3,292000,0.538,0.633,8,-10.087,1,0.03,0.000335,0.196,0.182,0.293,128.97,5
Imagination - Tiësto Remix Radio Edit,JES,,spotify:track:1mNiQ0hVgB7xQZ938A8lIJ,225400,0.584,0.928,1,-5.014,0,0.0511,0.00212,0.00306,0.329,0.495,135.019,0
Day 'N' Night - Club Mix,Kid Cudi,Crookers,spotify:track:5BsRZqHI8oLMc1YKsHtauE,281516,0.745,0.68,11,-6.207,0,0.0508,0.013,0.0613,0.0637,0.961,129.991,2
Around the World,Daft Punk,,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,429533,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,6
Hot - UK Radio Edit,INNA,,spotify:track:0aAGggDsfvfc8PQPkqZvH7,152533,0.767,0.969,7,-3.912,0,0.252,0.113,0.255,0.0896,0.496,127.906,0
Gettin' Over (feat. Chris Willis),David Guetta,,spotify:track:4fqwEothoIOcKr3pARJCgu,182013,0.714,0.816,10,-4.415,1,0.0796,0.21,0.0,0.196,0.624,129.822,2
Gone - Radio Edit,Lasgo,,spotify:track:7okxXBe93gMNiXqOd6cCdU,180000,0.702,0.83,0,-5.96,1,0.0369,0.0165,5.54e-05,0.375,0.565,138.027,0
A Tear In The Open,Tiësto,,spotify:track:2ECwcDngvqCBpLuQNyOZop,562573,0.611,0.482,10,-10.216,0,0.0339,0.0115,0.372,0.116,0.206,135.986,5
Summerfish - Scandall Sunset On Ibiza Instrumental,Leonid Rudenko,,spotify:track:2rVoUSkbUS0dbKrHkZN2mi,357160,0.673,0.939,6,-5.344,1,0.0964,0.0218,0.884,0.0821,0.0373,130.738,6
"World, Hold On",Bob Sinclar,Steve Edwards,spotify:track:6yeO8fapOJGqL8Hr0Da2l3,401360,0.727,0.889,8,-3.277,0,0.093,0.0809,3.42e-05,0.198,0.656,127.011,2
I Can’t Help Myself (feat. Sophia May) - Radio Edit,Bellatrax,Sophia May,spotify:track:6I9eRIQ8ZCNM3VPAqYMgkx,208360,0.57,0.921,3,-5.686,0,0.0266,0.00796,0.442,0.689,0.607,129.007,6
Ready Steady Go - Extended Mix,Paul Oakenfold,Asher D,spotify:track:595nqFsvxhQ6CO2YG65W2D,253933,0.556,0.944,1,-5.556,0,0.0296,0.00154,0.0295,0.209,0.341,128.012,0
Forever Today,Tiësto,,spotify:track:2QGEeY7qFUPMapnkRg4ssa,719133,0.493,0.944,4,-9.256,0,0.049,7.93e-05,0.874,0.085,0.0565,136.997,6
Heads Will Roll - A-Trak Remix Radio Edit,Yeah Yeah Yeahs,A-Trak,spotify:track:0vBpyfpW2lARGh3AZFtWRi,203920,0.671,0.805,8,-3.232,0,0.081,0.0134,0.0547,0.237,0.866,132.051,2
Behind - Callea Radio Mix,Flanders,,spotify:track:2hS4wCi2VAV8CdsLPnWIoD,220320,0.503,0.582,3,-8.173,0,0.069,0.0923,3.7e-05,0.09,0.149,125.665,5
Army Of Two - Radio Version,UMEK,Beltek,spotify:track:4HolTVfZ37wQTg0eO29J3k,187500,0.83,0.676,0,-9.153,0,0.069,0.000457,0.935,0.283,0.602,128.042,6
Love Don't Let Me Go (Walking Away) - David Guetta & Joachim Garraud's F*** Me I'm Famous Mix,David Guetta,The Egg,spotify:track:2Wy13KxFZT49M05qcT4EJA,271000,0.715,0.632,5,-9.97,0,0.0385,0.0184,0.0196,0.272,0.451,128.355,0
Feel Your Love,Kim Sozzi,,spotify:track:6r47b3t4zQO9tpwMUInP4s,200080,0.557,0.791,10,-5.753,0,0.0459,0.00613,9.39e-05,0.36,0.573,129.957,0
Dance4Life (feat. Maxi Jazz) - Radio Edit,Tiësto,Maxi Jazz,spotify:track:1uVeunZcBInXIQOwFWxSKL,213320,0.69,0.871,6,-7.445,0,0.0767,0.00104,0.486,0.287,0.585,131.962,6
You Make Me Feel - Radio Edit,AnnaGrace,,spotify:track:55nlD6bpoWk0ZwCnn7PTDt,189000,0.749,0.838,3,-6.085,0,0.0445,0.0411,0.0082,0.339,0.858,130.008,2
Satisfaction,Benny Benassi,The Biz,spotify:track:5JZnjM9ijpit0d5zjT8MM7,285413,0.802,0.725,11,-3.392,1,0.102,0.165,0.0984,0.0782,0.347,129.984,0
Awaken - Ron Reeser & Dan Saenz Radio Edit,JES,,spotify:track:05u4uCA07oXnopEdlZ57Ug,224987,0.589,0.887,9,-7.188,0,0.0386,0.0164,0.0213,0.0796,0.61,128.007,2
You're Not Alone - Vocal Radio Edit,UNA,,spotify:track:6k8cUsxbFMNoArTr2M0hEA,223520,0.586,0.814,10,-7.041,1,0.0396,0.117,0.000497,0.581,0.425,131.008,0
Beautiful,Ferry Corsten,,spotify:track:3xV1sUd6aTE6Z98X1MtjC8,354613,0.504,0.855,7,-10.518,1,0.042,0.000568,0.212,0.136,0.382,134.989,0
Heartbreak - Radio Edit,M'Black,,spotify:track:6fehhZGfpzXQLoRCUjE463,221493,0.482,0.831,4,-4.611,0,0.117,0.0812,0.0,0.121,0.46,128.075,5
Everytime We Touch,David Guetta,,spotify:track:1IaXcjEDGHHCNoNtK3xdf8,220640,0.707,0.475,9,-7.668,1,0.0351,0.0102,0.0101,0.172,0.335,125.024,0
Tracking Treasure Down - Radio Edit,Gabriel & Dresden,Molly Bancroft,spotify:track:65UKBA32AVBzthOGP62D2U,189067,0.561,0.766,8,-5.058,0,0.0478,0.00354,9.14e-05,0.141,0.287,135.075,0
Flashback,Calvin Harris,,spotify:track:6A8llSO9QFF4djCCmuCrNu,227880,0.266,0.95,9,-5.646,0,0.05,0.00212,0.000991,0.0922,0.158,127.986,5
Just Be,Tiësto,Kirsty Hawkshaw,spotify:track:2AnEHhSLWVJJMSQECOcyyx,524933,0.62,0.832,9,-9.651,0,0.0335,3.05e-05,0.438,0.128,0.39,134.959,6
Deep Inside,Hardrive,,spotify:track:5VQgTkvBQYwdp70bwIdw0s,392669,0.794,0.901,11,-4.652,0,0.0697,0.0251,0.00986,0.139,0.789,123.672,2
Beautiful Things - Radio Edit,Andain,,spotify:track:3SbCWIF7UaSewGfGHkFEI2,199373,0.698,0.638,4,-8.918,0,0.0261,0.00675,0.352,0.256,0.616,130.976,2
The Longest Road (feat. Lissie) - Deadmau5 Remix Edit,Morgan Page,Lissie,spotify:track:0cP5GxZrtKCRQu7cbOqsBe,239213,0.695,0.744,1,-6.686,1,0.0356,0.0025,0.000485,0.0952,0.547,124.97,0
Faded,Cascada,,spotify:track:2nJT8KecVBQmZxbfkgoAfz,169093,0.753,0.996,8,-5.543,1,0.227,0.00985,3.74e-05,0.143,0.422,133.962,0
I Am Free - Radio Edit,The Mackenzie,Jessy,spotify:track:1cSOchpDSHvJjtBHLVrxT1,207067,0.73,0.719,0,-13.856,1,0.0369,0.0546,0.719,0.109,0.144,139.876,6
Crush - Radio Dance Edit,M'Black,,spotify:track:2tPyQNtMIrHN1OuYVIGFE9,203213,0.553,0.738,4,-4.733,0,0.0581,0.269,6.06e-06,0.094,0.484,130.041,0
Move For Me,Kaskade,,spotify:track:5KOt1QRD9YQQrrzwLCWuTN,237387,0.652,0.75,1,-6.068,1,0.0324,0.0684,0.000903,0.0987,0.21,128.0,0
Medicine,Kim Leoni,,spotify:track:7jI6ZgxuIsMniEf31TaeD9,169893,0.595,0.733,2,-7.829,1,0.0665,0.000229,8.55e-05,0.352,0.39,127.99,0
Heartbroken - Edit,T2,,spotify:track:3dhzZ068rKh2fRB2uitX18,178614,0.714,0.733,11,-5.495,0,0.034,0.0305,0.00101,0.181,0.872,140.006,2
Walking On Clouds,Tiësto,Kirsty Hawkshaw,spotify:track:5Dx4wEpUGIdoSPNYoLVrmr,447080,0.656,0.794,7,-9.245,1,0.0378,0.00231,0.746,0.053,0.202,136.997,6
Rocker,Alter Ego,,spotify:track:0TqVsIuKYQTNsh1pmAF6Kn,288053,0.687,0.474,7,-7.554,0,0.0601,2.88e-05,0.435,0.0796,0.56,129.961,6
Blue (Da Ba Dee) - Gabry Ponte Video Edit,Eiffel 65,Gabry Ponte,spotify:track:7lMIJ4EFWRVoAIPDpeGyM3,219618,0.829,0.965,7,-11.498,0,0.0598,0.227,0.000122,0.466,0.729,127.999,2
Find Yourself,John O'Callaghan,Sarah Howells,spotify:track:3pVwawYlhHg9cLKWpeaN3l,151621,0.567,0.599,7,-5.616,1,0.0305,0.000704,0.000315,0.168,0.366,134.98,0
En algún lugar,Duncan Dhu,,spotify:track:3UIENhLRdFIOuRan92cAQu,235627,0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,0
Ahora Te Puedes Marchar,Luis Miguel,,spotify:track:1uKjQoh8JZj9ryuYRhpd7E,191973,0.78,0.877,6,-3.683,0,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,2
Lobo-hombre en París,La Unión,,spotify:track:3M1H1CWjrSq7nxABHc8EXv,233267,0.637,0.95,9,-7.547,1,0.0736,0.0388,0.000138,0.0529,0.622,146.29,2
El Final,Rostros Ocultos,,spotify:track:39ELDQVDsgBmo5gbTuru9U,158253,0.629,0.625,7,-11.842,1,0.0382,0.49,0.409,0.387,0.806,80.001,3
Ni tú ni nadie,Alaska Y Dinarama,,spotify:track:7LpS82vPDLgZAHWRtWBBRj,217000,0.601,0.677,7,-10.564,1,0.0285,0.519,2.77e-06,0.153,0.677,137.813,3
Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,,spotify:track:3uMYq07Kj5m564OQwdSCrD,229160,0.652,0.607,0,-8.657,1,0.0368,0.0314,0.00285,0.0721,0.72,94.089,2
Si No Es Ahora,Timbiriche,,spotify:track:1SugSbcbW78x4VAgixwiG0,233667,0.727,0.716,2,-13.303,1,0.0398,0.154,2.49e-05,0.363,0.926,141.367,2
Obsesión,Miguel Mateos,,spotify:track:1l0mEM93oZMERzBmOCuiHe,245296,0.615,0.841,7,-5.702,1,0.0391,0.116,5.01e-05,0.122,0.908,126.975,2
Santa Lucia - Remastered,Miguel Ríos,,spotify:track:5bycn7SuJzYnxte0W54mNX,224827,0.545,0.682,6,-5.931,1,0.0289,0.213,0.0,0.147,0.713,102.703,2
No Huyas de Mi (Roto el Corazón),Kenny y los Eléctricos,,spotify:track:1NRU3h0LirQ079gXxndVOI,232020,0.657,0.849,5,-5.273,1,0.0561,0.238,2.21e-06,0.123,0.618,146.618,2
Cuando Seas Grande,Miguel Mateos - Zas,,spotify:track:25NeGSHqObqSJg79oir7pB,265707,0.627,0.736,4,-6.715,1,0.0386,0.0535,3.33e-05,0.0239,0.774,144.651,2
Lucha De Gigantes,Nacha Pop,,spotify:track:4nheObMzE4K8AIxIICoLgd,248373,0.625,0.476,11,-11.537,0,0.0268,0.187,0.000433,0.088,0.135,113.531,5
La Muralla Verde,Los Enanitos Verdes,,spotify:track:1qvY1z3Wm3sAYeHfPTnrbI,161800,0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794,2
